"""market_id""",MRKT_DSC_SHRT,"""hierarchy_level""","""hierarchy_number""","""hierarchy_name""","""hierarchy_column""",nielsen_source_cbu,mrkt_key,canal_std_m1,region_std_m1,mapping_status,channel_standard,gran_canal_grp,chain_standard,format_standard,canal_std,region_std
1163705,TOTAL AUTOS SCANNING MEXICO,,,,,PB_NIELSEN,TOTAL AUTOS SCANNING MEXICO,AUTOSERVICIO_SCANNING,MEXICO,CONFIRMED,MODERNO,UTT,,,MODERNO,MEXICO
20113042,TRADICIONAL AREA I,,,,,WATER_RETAIL,TRADICIONAL AREA I,TRADICIONAL,AREA_1,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_1
20113053,TRADICIONAL AREA II,,,,,WATER_RETAIL,TRADICIONAL AREA II,TRADICIONAL,AREA_2,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_2
20113060,TRADICIONAL AREA III,,,,,WATER_RETAIL,TRADICIONAL AREA III,TRADICIONAL,AREA_3,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_3
20113034,TRADICIONAL AREA IV,,,,,WATER_RETAIL,TRADICIONAL AREA IV,TRADICIONAL,AREA_4,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_4
20113040,TRADICIONAL AREA V,,,,,WATER_RETAIL,TRADICIONAL AREA V,TRADICIONAL,AREA_5,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_5
20113047,TRADICIONAL AREA VI,,,,,WATER_RETAIL,TRADICIONAL AREA VI,TRADICIONAL,AREA_6,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_6
20113066,TRADICIONAL GUADALAJARA,,,,,WATER_RETAIL,TRADICIONAL GUADALAJARA,TRADICIONAL,GUADALAJARA,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,GUADALAJARA
20113057,TRADICIONAL JUAREZ,,,,,WATER_RETAIL,TRADICIONAL JUAREZ,TRADICIONAL,JUAREZ,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,JUAREZ
20113061,TRADICIONAL LEON,,,,,WATER_RETAIL,TRADICIONAL LEON,TRADICIONAL,LEON,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,LEON
20224408,TRADICIONAL MERIDA.,,,,,WATER_RETAIL,TRADICIONAL MERIDA.,TRADICIONAL,MERIDA,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,MERIDA
20113045,TRADICIONAL MEXICALI,,,,,WATER_RETAIL,TRADICIONAL MEXICALI,TRADICIONAL,MEXICALI,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,MEXICALI
20113601,TRADICIONAL MEXICO GRANDES,,,,,WATER_RETAIL,TRADICIONAL MEXICO GRANDES,TRADICIONAL_GRANDES_MINISUPERS,MEXICO GRANDES,CONFIRMED,,,,,,MEXICO GRANDES
20113599,TRADICIONAL MEXICO PEQUENAS,,,,,WATER_RETAIL,TRADICIONAL MEXICO PEQUENAS,TRADICIONAL_PEQUENAS_ESTANQUILLOS,MEXICO PEQUENAS,CONFIRMED,,,,,,MEXICO PEQUENAS
20113055,TRADICIONAL MONTERREY,,,,,WATER_RETAIL,TRADICIONAL MONTERREY,TRADICIONAL,MONTERREY,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,MONTERREY
20113064,TRADICIONAL MORELIA,,,,,WATER_RETAIL,TRADICIONAL MORELIA,TRADICIONAL,MORELIA,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,MORELIA
20113036,TRADICIONAL PUEBLA,,,,,WATER_RETAIL,TRADICIONAL PUEBLA,TRADICIONAL,PUEBLA,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,PUEBLA
20113039,TRADICIONAL QUERETARO,,,,,WATER_RETAIL,TRADICIONAL QUERETARO,TRADICIONAL,QUERETARO,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,QUERETARO
20113046,TRADICIONAL TIJUANA,,,,,WATER_RETAIL,TRADICIONAL TIJUANA,TRADICIONAL,TIJUANA,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,TIJUANA
20224410,TRADICIONAL TOLUCA.,,,,,WATER_RETAIL,TRADICIONAL TOLUCA.,TRADICIONAL,TOLUCA,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,TOLUCA
20113054,TRADICIONAL TORREON,,,,,WATER_RETAIL,TRADICIONAL TORREON,TRADICIONAL,TORREON,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,TORREON
20154532,TRADICIONAL VDM,,,,,WATER_RETAIL,TRADICIONAL VDM,TRADICIONAL,VDM,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,VDM
20224402,TRADICIONAL VDM ZONA I,,,,,WATER_RETAIL,TRADICIONAL VDM ZONA I,TRADICIONAL,VDM,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,VDM
20224405,TRADICIONAL VDM ZONA II,,,,,WATER_RETAIL,TRADICIONAL VDM ZONA II,TRADICIONAL,VDM,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,VDM
20224404,TRADICIONAL VDM ZONA III,,,,,WATER_RETAIL,TRADICIONAL VDM ZONA III,TRADICIONAL,VDM,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,VDM
20224403,TRADICIONAL VDM ZONA IV,,,,,WATER_RETAIL,TRADICIONAL VDM ZONA IV,TRADICIONAL,VDM,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,VDM
20224820,TRADICIONAL VERACRUZ.,,,,,WATER_RETAIL,TRADICIONAL VERACRUZ.,TRADICIONAL,VERACRUZ,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,VERACRUZ
20113052,TRADICIONAL VILLAHERMOSA,,,,,WATER_RETAIL,TRADICIONAL VILLAHERMOSA,TRADICIONAL,VILLAHERMOSA,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,VILLAHERMOSA
1220900,TRADICIONALES GRANDES Y MINISUPERS TOTAL MEXICO,,,,,WATER_RETAIL,TRADICIONALES GRANDES Y MINISUPERS TOTAL MEXICO,TRADICIONAL_GRANDES_MINISUPERS,TOTAL_MEXICO,CONFIRMED,,,,,,TOTAL_MEXICO
1220897,TRADICIONALES PEQUENAS Y ESTANQUILLOS TOTAL MEXICO,,,,,WATER_RETAIL,TRADICIONALES PEQUENAS Y ESTANQUILLOS TOTAL MEXICO,TRADICIONAL_PEQUENAS_ESTANQUILLOS,TOTAL_MEXICO,CONFIRMED,,,,,,TOTAL_MEXICO
20141656,TRADICONAL MEXICO GDE,,,,,WATER_RETAIL,TRADICONAL MEXICO GDE,TRADICIONAL_GRANDES_MINISUPERS,MEXICO GDE,CONFIRMED,,,,,,MEXICO GDE
20241678,Total Area III_MT,,,,,WATER_RETAIL,TOTAL AREA III_MT,TOTAL_MERCADO,AREA_3,CONFIRMED,,,,,,AREA_3
20241647,Total Area II_MT,,,,,WATER_RETAIL,TOTAL AREA II_MT,TOTAL_MERCADO,AREA_2,CONFIRMED,,,,,,AREA_2
20241730,Total Area IV_MT,,,,,WATER_RETAIL,TOTAL AREA IV_MT,TOTAL_MERCADO,AREA_4,CONFIRMED,,,,,,AREA_4
20241677,Total Area I_MT,,,,,WATER_RETAIL,TOTAL AREA I_MT,TOTAL_MERCADO,AREA_1,CONFIRMED,,,,,,AREA_1
20241693,Total Area VI_MT,,,,,WATER_RETAIL,TOTAL AREA VI_MT,TOTAL_MERCADO,AREA_6,CONFIRMED,,,,,,AREA_6
20241713,Total Area V_MT,,,,,WATER_RETAIL,TOTAL AREA V_MT,TOTAL_MERCADO,AREA_5,CONFIRMED,,,,,,AREA_5
1163720,Total Autos Acapulco,,,,,PB_NIELSEN,TOTAL AUTOS ACAPULCO,AUTOSERVICIO,ACAPULCO,CONFIRMED,MODERNO,UTT,,,MODERNO,ACAPULCO
1163710,Total Autos Aguascalientes,,,,,PB_NIELSEN,TOTAL AUTOS AGUASCALIENTES,AUTOSERVICIO,AGUASCALIENTES,CONFIRMED,MODERNO,UTT,,,MODERNO,AGUASCALIENTES
1163743,Total Autos Area 1,,,,,PB_NIELSEN,TOTAL AUTOS AREA 1,AUTOSERVICIO,AREA_1,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_1
1163760,Total Autos Area 2,,,,,PB_NIELSEN,TOTAL AUTOS AREA 2,AUTOSERVICIO,AREA_2,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_2
1163709,Total Autos Area 3,,,,,PB_NIELSEN,TOTAL AUTOS AREA 3,AUTOSERVICIO,AREA_3,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_3
1163718,Total Autos Area 4,,,,,PB_NIELSEN,TOTAL AUTOS AREA 4,AUTOSERVICIO,AREA_4,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_4
1163707,Total Autos Area 5,,,,,PB_NIELSEN,TOTAL AUTOS AREA 5,AUTOSERVICIO,AREA_5,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_5
1163725,Total Autos Area 6,,,,,PB_NIELSEN,TOTAL AUTOS AREA 6,AUTOSERVICIO,AREA_6,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_6
1163749,Total Autos Baja California,,,,,PB_NIELSEN,TOTAL AUTOS BAJA CALIFORNIA,AUTOSERVICIO,BAJA CALIFORNIA,CONFIRMED,MODERNO,UTT,,,MODERNO,BAJA CALIFORNIA
20244946,Total Autos Baja California_MT,,,,,PB_NIELSEN,TOTAL AUTOS BAJA CALIFORNIA_MT,AUTOSERVICIO,BAJA CALIFORNIA,CONFIRMED,MODERNO,UTT,,,MODERNO,BAJA CALIFORNIA
1163736,Total Autos Campeche,,,,,PB_NIELSEN,TOTAL AUTOS CAMPECHE,AUTOSERVICIO,CAMPECHE,CONFIRMED,MODERNO,UTT,,,MODERNO,CAMPECHE
1163734,Total Autos Cancun,,,,,PB_NIELSEN,TOTAL AUTOS CANCUN,AUTOSERVICIO,CANCUN,CONFIRMED,MODERNO,UTT,,,MODERNO,CANCUN
1163773,Total Autos Cd. Cuauhtemoc,,,,,PB_NIELSEN,TOTAL AUTOS CD. CUAUHTEMOC,AUTOSERVICIO,CD CUAUHTEMOC,CONFIRMED,MODERNO,UTT,,,MODERNO,CD CUAUHTEMOC
20244977,Total Autos Cd. Cuauhtemoc_MT,,,,,PB_NIELSEN,TOTAL AUTOS CD. CUAUHTEMOC_MT,AUTOSERVICIO,CD CUAUHTEMOC,CONFIRMED,MODERNO,UTT,,,MODERNO,CD CUAUHTEMOC
1163732,Total Autos Cd. Del Carmen,,,,,PB_NIELSEN,TOTAL AUTOS CD. DEL CARMEN,AUTOSERVICIO,CD DEL CARMEN,CONFIRMED,MODERNO,UTT,,,MODERNO,CD DEL CARMEN
20244992,Total Autos Cd. Del Carmen_MT,,,,,PB_NIELSEN,TOTAL AUTOS CD. DEL CARMEN_MT,AUTOSERVICIO,CD DEL CARMEN,CONFIRMED,MODERNO,UTT,,,MODERNO,CD DEL CARMEN
1163746,Total Autos Cd. Obregon,,,,,PB_NIELSEN,TOTAL AUTOS CD. OBREGON,AUTOSERVICIO,CD OBREGON,CONFIRMED,MODERNO,UTT,,,MODERNO,CD OBREGON
20244958,Total Autos Cd. Obregon_MT,,,,,PB_NIELSEN,TOTAL AUTOS CD. OBREGON_MT,AUTOSERVICIO,CD OBREGON,CONFIRMED,MODERNO,UTT,,,MODERNO,CD OBREGON
1163775,Total Autos Cd. Valles,,,,,PB_NIELSEN,TOTAL AUTOS CD. VALLES,AUTOSERVICIO,CD VALLES,CONFIRMED,MODERNO,UTT,,,MODERNO,CD VALLES
20244967,Total Autos Cd. Valles_MT,,,,,PB_NIELSEN,TOTAL AUTOS CD. VALLES_MT,AUTOSERVICIO,CD VALLES,CONFIRMED,MODERNO,UTT,,,MODERNO,CD VALLES
1163765,Total Autos Chihuahua,,,,,PB_NIELSEN,TOTAL AUTOS CHIHUAHUA,AUTOSERVICIO,CHIHUAHUA,CONFIRMED,MODERNO,UTT,,,MODERNO,CHIHUAHUA
1163726,Total Autos Coatzacoalcos,,,,,PB_NIELSEN,TOTAL AUTOS COATZACOALCOS,AUTOSERVICIO,COATZACOALCOS,CONFIRMED,MODERNO,UTT,,,MODERNO,COATZACOALCOS
1163722,Total Autos Cuernavaca,,,,,PB_NIELSEN,TOTAL AUTOS CUERNAVACA,AUTOSERVICIO,CUERNAVACA,CONFIRMED,MODERNO,UTT,,,MODERNO,CUERNAVACA
1163755,Total Autos Culiacan,,,,,PB_NIELSEN,TOTAL AUTOS CULIACAN,AUTOSERVICIO,CULIACAN,CONFIRMED,MODERNO,UTT,,,MODERNO,CULIACAN
1163768,Total Autos Durango,,,,,PB_NIELSEN,TOTAL AUTOS DURANGO,AUTOSERVICIO,DURANGO,CONFIRMED,MODERNO,UTT,,,MODERNO,DURANGO
1163751,Total Autos Ensenada,,,,,PB_NIELSEN,TOTAL AUTOS ENSENADA,AUTOSERVICIO,ENSENADA,CONFIRMED,MODERNO,UTT,,,MODERNO,ENSENADA
1163713,Total Autos Guadalajara,,,,,PB_NIELSEN,TOTAL AUTOS GUADALAJARA,AUTOSERVICIO,GUADALAJARA,CONFIRMED,MODERNO,UTT,,,MODERNO,GUADALAJARA
1163754,Total Autos Guaymas,,,,,PB_NIELSEN,TOTAL AUTOS GUAYMAS,AUTOSERVICIO,GUAYMAS,CONFIRMED,MODERNO,UTT,,,MODERNO,GUAYMAS
20244957,Total Autos Guaymas_MT,,,,,PB_NIELSEN,TOTAL AUTOS GUAYMAS_MT,AUTOSERVICIO,GUAYMAS,CONFIRMED,MODERNO,UTT,,,MODERNO,GUAYMAS
1163748,Total Autos Hermosillo,,,,,PB_NIELSEN,TOTAL AUTOS HERMOSILLO,AUTOSERVICIO,HERMOSILLO,CONFIRMED,MODERNO,UTT,,,MODERNO,HERMOSILLO
1163714,Total Autos Irapuato,,,,,PB_NIELSEN,TOTAL AUTOS IRAPUATO,AUTOSERVICIO,IRAPUATO,CONFIRMED,MODERNO,UTT,,,MODERNO,IRAPUATO
1163733,Total Autos Jalapa,,,,,PB_NIELSEN,TOTAL AUTOS JALAPA,AUTOSERVICIO,JALAPA,CONFIRMED,MODERNO,UTT,,,MODERNO,JALAPA
1163744,Total Autos La Paz,,,,,PB_NIELSEN,TOTAL AUTOS LA PAZ,AUTOSERVICIO,LA PAZ,CONFIRMED,MODERNO,UTT,,,MODERNO,LA PAZ
1163716,Total Autos Leon,,,,,PB_NIELSEN,TOTAL AUTOS LEON,AUTOSERVICIO,LEON,CONFIRMED,MODERNO,UTT,,,MODERNO,LEON
1163764,Total Autos Matamoros,,,,,PB_NIELSEN,TOTAL AUTOS MATAMOROS,AUTOSERVICIO,MATAMOROS,CONFIRMED,MODERNO,UTT,,,MODERNO,MATAMOROS
1163747,Total Autos Mazatlan,,,,,PB_NIELSEN,TOTAL AUTOS MAZATLAN,AUTOSERVICIO,MAZATLAN,CONFIRMED,MODERNO,UTT,,,MODERNO,MAZATLAN
1163731,Total Autos Merida,,,,,PB_NIELSEN,TOTAL AUTOS MERIDA,AUTOSERVICIO,MERIDA,CONFIRMED,MODERNO,UTT,,,MODERNO,MERIDA
1163750,Total Autos Mexicali,,,,,PB_NIELSEN,TOTAL AUTOS MEXICALI,AUTOSERVICIO,MEXICALI,CONFIRMED,MODERNO,UTT,,,MODERNO,MEXICALI
1163769,Total Autos Monterrey,,,,,PB_NIELSEN,TOTAL AUTOS MONTERREY,AUTOSERVICIO,MONTERREY,CONFIRMED,MODERNO,UTT,,,MODERNO,MONTERREY
1163715,Total Autos Morelia,,,,,PB_NIELSEN,TOTAL AUTOS MORELIA,AUTOSERVICIO,MORELIA,CONFIRMED,MODERNO,UTT,,,MODERNO,MORELIA
1163774,Total Autos Nuevo Laredo,,,,,PB_NIELSEN,TOTAL AUTOS NUEVO LAREDO,AUTOSERVICIO,NUEVO LAREDO,CONFIRMED,MODERNO,UTT,,,MODERNO,NUEVO LAREDO
1163735,Total Autos Oaxaca,,,,,PB_NIELSEN,TOTAL AUTOS OAXACA,AUTOSERVICIO,OAXACA,CONFIRMED,MODERNO,UTT,,,MODERNO,OAXACA
1163729,Total Autos Orizaba,,,,,PB_NIELSEN,TOTAL AUTOS ORIZABA,AUTOSERVICIO,ORIZABA,CONFIRMED,MODERNO,UTT,,,MODERNO,ORIZABA
1163770,Total Autos Parral + Camargo,,,,,PB_NIELSEN,TOTAL AUTOS PARRAL + CAMARGO,AUTOSERVICIO,PARRAL + CAMARGO,CONFIRMED,MODERNO,UTT,,,MODERNO,PARRAL + CAMARGO
20244978,Total Autos Parral + Camargo_MT,,,,,PB_NIELSEN,TOTAL AUTOS PARRAL + CAMARGO_MT,AUTOSERVICIO,PARRAL + CAMARGO,CONFIRMED,MODERNO,UTT,,,MODERNO,PARRAL + CAMARGO
1163738,Total Autos Playa Del Carmen,,,,,PB_NIELSEN,TOTAL AUTOS PLAYA DEL CARMEN,AUTOSERVICIO,PLAYA DEL CARMEN,CONFIRMED,MODERNO,UTT,,,MODERNO,PLAYA DEL CARMEN
1163724,Total Autos Poza Rica,,,,,PB_NIELSEN,TOTAL AUTOS POZA RICA,AUTOSERVICIO,POZA RICA,CONFIRMED,MODERNO,UTT,,,MODERNO,POZA RICA
20244985,Total Autos Poza Rica_MT,,,,,PB_NIELSEN,TOTAL AUTOS POZA RICA_MT,AUTOSERVICIO,POZA RICA,CONFIRMED,MODERNO,UTT,,,MODERNO,POZA RICA
1163721,Total Autos Puebla,,,,,PB_NIELSEN,TOTAL AUTOS PUEBLA,AUTOSERVICIO,PUEBLA,CONFIRMED,MODERNO,UTT,,,MODERNO,PUEBLA
1163712,Total Autos Puerto Vallarta,,,,,PB_NIELSEN,TOTAL AUTOS PUERTO VALLARTA,AUTOSERVICIO,PUERTO VALLARTA,CONFIRMED,MODERNO,UTT,,,MODERNO,PUERTO VALLARTA
1163723,Total Autos Queretaro,,,,,PB_NIELSEN,TOTAL AUTOS QUERETARO,AUTOSERVICIO,QUERETARO,CONFIRMED,MODERNO,UTT,,,MODERNO,QUERETARO
1163762,Total Autos Saltillo,,,,,PB_NIELSEN,TOTAL AUTOS SALTILLO,AUTOSERVICIO,SALTILLO,CONFIRMED,MODERNO,UTT,,,MODERNO,SALTILLO
1163730,Total Autos San Andres Tuxtla,,,,,PB_NIELSEN,TOTAL AUTOS SAN ANDRES TUXTLA,AUTOSERVICIO,SAN ANDRES TUXTLA,CONFIRMED,MODERNO,UTT,,,MODERNO,SAN ANDRES TUXTLA
20245008,Total Autos San Andres Tuxtla_MT,,,,,PB_NIELSEN,TOTAL AUTOS SAN ANDRES TUXTLA_MT,AUTOSERVICIO,SAN ANDRES TUXTLA,CONFIRMED,MODERNO,UTT,,,MODERNO,SAN ANDRES TUXTLA
1163776,Total Autos San Luis Potosi,,,,,PB_NIELSEN,TOTAL AUTOS SAN LUIS POTOSI,AUTOSERVICIO,SAN LUIS POTOSI,CONFIRMED,MODERNO,UTT,,,MODERNO,SAN LUIS POTOSI
1163757,Total Autos San Luis Rio Colorado,,,,,PB_NIELSEN,TOTAL AUTOS SAN LUIS RIO COLORADO,AUTOSERVICIO,SAN LUIS RIO COLORADO,CONFIRMED,MODERNO,UTT,,,MODERNO,SAN LUIS RIO COLORADO
20244950,Total Autos San Luis Rio Colorado_MT,,,,,PB_NIELSEN,TOTAL AUTOS SAN LUIS RIO COLORADO_MT,AUTOSERVICIO,SAN LUIS RIO COLORADO,CONFIRMED,MODERNO,UTT,,,MODERNO,SAN LUIS RIO COLORADO
1163761,Total Autos Tampico,,,,,PB_NIELSEN,TOTAL AUTOS TAMPICO,AUTOSERVICIO,TAMPICO,CONFIRMED,MODERNO,UTT,,,MODERNO,TAMPICO
1163739,Total Autos Tapachula,,,,,PB_NIELSEN,TOTAL AUTOS TAPACHULA,AUTOSERVICIO,TAPACHULA,CONFIRMED,MODERNO,UTT,,,MODERNO,TAPACHULA
20244993,Total Autos Tapachula_MT,,,,,PB_NIELSEN,TOTAL AUTOS TAPACHULA_MT,AUTOSERVICIO,TAPACHULA,CONFIRMED,MODERNO,UTT,,,MODERNO,TAPACHULA
1163756,Total Autos Tecate,,,,,PB_NIELSEN,TOTAL AUTOS TECATE,AUTOSERVICIO,TECATE,CONFIRMED,MODERNO,UTT,,,MODERNO,TECATE
20244956,Total Autos Tecate_MT,,,,,PB_NIELSEN,TOTAL AUTOS TECATE_MT,AUTOSERVICIO,TECATE,CONFIRMED,MODERNO,UTT,,,MODERNO,TECATE
1163758,Total Autos Tepic,,,,,PB_NIELSEN,TOTAL AUTOS TEPIC,AUTOSERVICIO,TEPIC,CONFIRMED,MODERNO,UTT,,,MODERNO,TEPIC
1163752,Total Autos Tijuana,,,,,PB_NIELSEN,TOTAL AUTOS TIJUANA,AUTOSERVICIO,TIJUANA,CONFIRMED,MODERNO,UTT,,,MODERNO,TIJUANA
1163719,Total Autos Toluca,,,,,PB_NIELSEN,TOTAL AUTOS TOLUCA,AUTOSERVICIO,TOLUCA,CONFIRMED,MODERNO,UTT,,,MODERNO,TOLUCA
20244984,Total Autos Toluca_MT,,,,,PB_NIELSEN,TOTAL AUTOS TOLUCA_MT,AUTOSERVICIO,TOLUCA,CONFIRMED,MODERNO,UTT,,,MODERNO,TOLUCA
1163772,Total Autos Torreon,,,,,PB_NIELSEN,TOTAL AUTOS TORREON,AUTOSERVICIO,TORREON,CONFIRMED,MODERNO,UTT,,,MODERNO,TORREON
1163737,Total Autos Tuxtla Gutierrez,,,,,PB_NIELSEN,TOTAL AUTOS TUXTLA GUTIERREZ,AUTOSERVICIO,TUXTLA GUTIERREZ,CONFIRMED,MODERNO,UTT,,,MODERNO,TUXTLA GUTIERREZ
1163708,Total Autos VDM,,,,,PB_NIELSEN,TOTAL AUTOS VDM,AUTOSERVICIO,VDM,CONFIRMED,MODERNO,UTT,,,MODERNO,VDM
1163740,Total Autos Veracruz,,,,,PB_NIELSEN,TOTAL AUTOS VERACRUZ,AUTOSERVICIO,VERACRUZ,CONFIRMED,MODERNO,UTT,,,MODERNO,VERACRUZ
1163727,Total Autos Villahermosa,,,,,PB_NIELSEN,TOTAL AUTOS VILLAHERMOSA,AUTOSERVICIO,VILLAHERMOSA,CONFIRMED,MODERNO,UTT,,,MODERNO,VILLAHERMOSA
20249489,Total Guadalajara_MT,,,,,WATER_RETAIL,TOTAL GUADALAJARA_MT,TOTAL_MERCADO,GUADALAJARA,CONFIRMED,,,,,,GUADALAJARA
20249523,Total Monterrey_MT,,,,,WATER_RETAIL,TOTAL MONTERREY_MT,TOTAL_MERCADO,MONTERREY,CONFIRMED,,,,,,MONTERREY
20266803,Total _Area 1,,,,,EDP_NIELSEN,TOTAL _AREA 1,TOTAL_MERCADO,AREA_1,CONFIRMED,,,,,,AREA_1
20266804,Total _Area 2,,,,,EDP_NIELSEN,TOTAL _AREA 2,TOTAL_MERCADO,AREA_2,CONFIRMED,,,,,,AREA_2
20266809,Total _Area 2.1 Continental,,,,,EDP_NIELSEN,TOTAL _AREA 2.1 CONTINENTAL,TOTAL_MERCADO,AREA_2,CONFIRMED,,,,,,AREA_2
20266808,Total _Area 2.2 Golfo,,,,,EDP_NIELSEN,TOTAL _AREA 2.2 GOLFO,TOTAL_MERCADO,AREA_2,CONFIRMED,,,,,,AREA_2
20266799,Total _Area 3,,,,,EDP_NIELSEN,TOTAL _AREA 3,TOTAL_MERCADO,AREA_3,CONFIRMED,,,,,,AREA_3
20266800,Total _Area 4,,,,,EDP_NIELSEN,TOTAL _AREA 4,TOTAL_MERCADO,AREA_4,CONFIRMED,,,,,,AREA_4
20266806,Total _Area 5,,,,,EDP_NIELSEN,TOTAL _AREA 5,TOTAL_MERCADO,AREA_5,CONFIRMED,,,,,,AREA_5
20266807,Total _Area 6,,,,,EDP_NIELSEN,TOTAL _AREA 6,TOTAL_MERCADO,AREA_6,CONFIRMED,,,,,,AREA_6
20266836,Total _Area 6.1 Peninsula,,,,,EDP_NIELSEN,TOTAL _AREA 6.1 PENINSULA,TOTAL_MERCADO,AREA_6,CONFIRMED,,,,,,AREA_6
20266837,Total _Area 6.2 Sur,,,,,EDP_NIELSEN,TOTAL _AREA 6.2 SUR,TOTAL_MERCADO,AREA_6,CONFIRMED,,,,,,AREA_6
20266801,Total _Guadalajara,,,,,EDP_NIELSEN,TOTAL _GUADALAJARA,TOTAL_MERCADO,GUADALAJARA,CONFIRMED,,,,,,GUADALAJARA
20266805,Total _Mexico,,,,,EDP_NIELSEN,TOTAL _MEXICO,TOTAL_MERCADO,TOTAL_MEXICO,CONFIRMED,,,,,,TOTAL_MEXICO
20266802,Total _Monterrey,,,,,EDP_NIELSEN,TOTAL _MONTERREY,TOTAL_MERCADO,MONTERREY,CONFIRMED,,,,,,MONTERREY
20264593,Tradicionales Grandes Y Minisupers _Total Mexico,,,,,EDP_NIELSEN,TRADICIONALES GRANDES Y MINISUPERS _TOTAL MEXICO,TRADICIONAL_GRANDES_MINISUPERS,TOTAL_MEXICO,CONFIRMED,,,,,,TOTAL_MEXICO
20264592,Tradicionales Pequenas _Total Mexico,,,,,EDP_NIELSEN,TRADICIONALES PEQUENAS _TOTAL MEXICO,TRADICIONAL_PEQUENAS_ESTANQUILLOS,TOTAL_MEXICO,CONFIRMED,,,,,,TOTAL_MEXICO
