raw_variant,brand_original,source_system,source_column,coverage_status,promoted,marca_std,grain_count,action
HARMONY BROOK,HARMONY BROOK,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,28,ACTION_REQUIRED
HAWAIIAN PUNCH,HAWAIIAN PUNCH,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,18,ACTION_REQUIRED
JERSEY,JERSEY,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,36,ACTION_REQUIRED
JULIGHT,JULIGHT,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
JUMEX FRESH,JUMEX FRESH,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,69,ACTION_REQUIRED
JUMEX MIA,JUMEX MIA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,22,ACTION_REQUIRED
JUNGHANNS,JUNGHANNS,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
KING FRUT,KING FRUT,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
KOOL-AID,KOOL-AID,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,35,ACTION_REQUIRED
LA JOLLA,LA JOLLA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,20,ACTION_REQUIRED
LAS BRISAS,LAS BRISAS,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
LEON,LEON,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
LOS 19 HERMANOS,LOS 19 HERMANOS,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,37,ACTION_REQUIRED
LOS ALPES,LOS ALPES,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
MINUTE MAID,MINUTE MAID,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,65,ACTION_REQUIRED
MISTER Q,MISTER Q,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
MONDARIZ,MONDARIZ,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
NATURES HEART,NATURES HEART,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,22,ACTION_REQUIRED
NIAGARA,NIAGARA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,44,ACTION_REQUIRED
NOSSO COCO,NOSSO COCO,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,27,ACTION_REQUIRED
NOVALIV,NOVALIV,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,66,ACTION_REQUIRED
OASIS,OASIS,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
OSO POKY,OSO POKY,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,27,ACTION_REQUIRED
OTHERS MARCA,OTHERS MARCA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,4216,ACTION_REQUIRED
OYE,OYE,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,21,ACTION_REQUIRED
PENA PURA,PENA PURA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,20,ACTION_REQUIRED
PL,PL,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,27,ACTION_REQUIRED
POWER PUNCH,POWER PUNCH,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
POWERADE,POWERADE,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,18,ACTION_REQUIRED
PREMIER,PREMIER,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,29,ACTION_REQUIRED
PULPY,PULPY,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,19,ACTION_REQUIRED
PURA SOL,PURA SOL,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
PURE LIFE,PURE LIFE,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
PURISIMA,PURISIMA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
ROCIO,ROCIO,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
SABOR X,SABOR X,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,24,ACTION_REQUIRED
SABOREX,SABOREX,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
SAN JUDAS TADEO,SAN JUDAS TADEO,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,26,ACTION_REQUIRED
SANTA MARIA COAHUILA,SANTA MARIA COAHUILA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
SANTA MONICA,SANTA MONICA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,22,ACTION_REQUIRED
SANTORINI,SANTORINI,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,32,ACTION_REQUIRED
SELLO ROJO,SELLO ROJO,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,124,ACTION_REQUIRED
SHANDY,SHANDY,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
SIERRA AZUL,SIERRA AZUL,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,36,ACTION_REQUIRED
SKARCH,SKARCH,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,87,ACTION_REQUIRED
SNAPPLE,SNAPPLE,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
SOLEM,SOLEM,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,67,ACTION_REQUIRED
SONRISA,SONRISA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,12,ACTION_REQUIRED
SPARKLETTS,SPARKLETTS,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,42,ACTION_REQUIRED
STA. MARIA -NESTLE-,STA. MARIA -NESTLE-,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,114,ACTION_REQUIRED
SUN LIGHT,SUN LIGHT,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
SUPER STAR,SUPER STAR,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
TAMPICO,TAMPICO,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,126,ACTION_REQUIRED
TROPIFRUT,TROPIFRUT,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,27,ACTION_REQUIRED
VALLE FRUT,VALLE FRUT,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,183,ACTION_REQUIRED
VICTORIA,VICTORIA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,20,ACTION_REQUIRED
VIKA 8.5,VIKA 8.5,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,22,ACTION_REQUIRED
VILLA DE PATOS,VILLA DE PATOS,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,20,ACTION_REQUIRED
VIRY,VIRY,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
VOSS,VOSS,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,38,ACTION_REQUIRED
WELCH'S,WELCH'S,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,20,ACTION_REQUIRED
WINKY,WINKY,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,20,ACTION_REQUIRED
XALLAPAN,XALLAPAN,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
YUKAI,YUKAI,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
ZAMBA,ZAMBA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
ZOE,ZOE,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,80,ACTION_REQUIRED
ZUBBA,ZUBBA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,33,ACTION_REQUIRED
AIRIS,Airis,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
ARCOIRIS,Arcoiris,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
BUTTER,BUTTER,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
CAFE,Cafe,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
DESTILADA,Destilada,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
FONTAINE,Fontaine,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
FRESH,Fresh,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
FRIDA,Frida,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
FRIJOLES,Frijoles,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,3,ACTION_REQUIRED
GRANEL,Granel,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,3,ACTION_REQUIRED
NATURILLAS,Naturillas,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
PATRIO,Patrio,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
POLAR,Polar,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
PRIMAVERA,Primavera,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
VOLVIC,VOLVIC,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,9,ACTION_REQUIRED
WMW,Wmw,SELL_IN,LV2_UMB_BRD_DSC,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,1,ACTION_REQUIRED
ADES,ADES,SELL_OUT,BRAND,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
BEC,BEC,SELL_OUT,BRAND,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,44,ACTION_REQUIRED
CHILCHOTA,CHILCHOTA,SELL_OUT,BRAND,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,19,ACTION_REQUIRED
DANFRUT,DANFRUT,SELL_OUT,BRAND,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,4,ACTION_REQUIRED
INACTIVO,INACTIVO,SELL_OUT,BRAND,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
LIGERI,LIGERI,SELL_OUT,BRAND,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
MEMBERS MARK,MEMBERS MARK,SELL_OUT,BRAND,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,3,ACTION_REQUIRED
NA,NA,SELL_OUT,BRAND,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
OTROS,OTROS,SELL_OUT,BRAND,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,11,ACTION_REQUIRED
